name,address,city,state,zip,phone,website,latitude,longitude
Bobo Drive In,2300 SW 10th Ave.,Topeka,KS,66604,(785) 234-4511,,39.051556,-95.706284
Brint's Diner,4834 E Lincoln St,Wichita,KS,67218,(316) 684-0290,,37.672859,-97.279162
Virgil's Cafe,710 Fairfield Ave,Bellevue,KY,41073,(859) 491-3287,http://www.virgilscafe.com/,39.108768,-84.480083
Rick's White Light Diner,114 Bridge St,Frankfort,KY,40601,(502) 330-4262,http://rickswhitelightdiner.com/,38.195497,-84.879058
J.J.McBrewster's American Smokehouse,3101 Clays Mill Road #301,Lexington,KY,40503,(859) 224-0040,http://www.jjmcbrewsters.com/,38.002837,-84.545874
The Parkette Drive-in,1216 E New Circle Rd,Lexington-Fayette,KY,40505,(859) 254-8723,http://www.theparkette.com/,38.031359,-84.452867
Smokey Valley Truck Stop,40 Bond Ln,Olive Hill,KY,41164,(606) 286-5001,,38.298765,-83.208987
Wallace Station,3854 Old Frankfort Pike,Versailles,KY,40383,(859) 846-5161,http://www.wallacestation.com/Wallace_Station_Deli_and_Bakery/Home.html,38.121252,-84.693978
The Rivershack Tavern,3449 River Rd.,Jefferson,LA,70121,(504) 834-4938,http://www.therivershacktavern.com,29.958358,-90.160986
Louie & the Red Head Lady,1851 Florida St,Mandeville,LA,70448,(985) 626-8101,http://www.louieandtheredheadlady.com/,30.362803,-90.059344
Casamento's Restaurant,4330 Magazine St.,New Orleans,LA,70115,(504) 895-9761,http://www.casamentosrestaurant.com/main/main.html,29.920594,-90.101054
Joey K's,3001 Magazine St,New Orleans,LA,70115,(504) 891-0997,http://www.joeyksrestaurant.com,29.925116,-90.084842
Katie's Restaurant,3701 Iberville St,New Orleans,LA,70119,,http://www.katiesinmidcity.com/menu.htm,29.973086,-90.095906
Mahony's PO Boy Shop,3454 Magazine St,New Orleans,LA,70115,(504) 899-3374,http://www.mahonyspoboys.com/,29.922227,-90.090322
Parasol's Restaurant & Bar,2533 Constance St,New Orleans,LA,70130,(504) 897-5413,http://www.parasols.com,29.926484,-90.08017
Sammy's Food Services & Deli,3000 Elysian Fields Ave,New Orleans,LA,70122,(504) 947-0675,http://sammysfood.com/index.php?option=com_wrapper&Itemid=34,29.988937,-90.058867
Surrey's Cafe,1418 Magazine St,New Orleans,LA,70130,(504) 524-3828,http://www.surreyscafeandjuicebar.com,29.935856,-90.071717
The Creole Creamery,4924 Prytania Street,New Orleans,LA,70115,(504) 894-8680,http://www.creolecreamery.com,29.924367,-90.108502
The Joint,801 Poland Ave,New Orleans,LA,70117,(504) 949-3232,http://www.alwayssmokin.com,29.961665,-90.032205
The Old Coffee Pot Restaurant,714 Saint Peter Street,New Orleans,LA,70116,(504) 524-3500,http://www.theoldcoffeepot.com/,29.958158,-90.06516
L A Pines Cafe,1061 Robert Blvd,Slidell,LA,70458,(985) 641-6196,http://www.lapinescafe.com/,30.289281,-89.771087
Morin's Hometown Bar & Grille,16 S Main St,Attleboro,MA,2703,(508) 222-9875,http://www.morinsdiner.com/,41.944076,-71.283811
Mike's City Diner,1714 Washington St,Boston,MA,2118,(617) 267-9393,http://www.mikescitydiner.com/,42.336947,-71.07601
Rino's Place,258 Saratoga St,Boston,MA,2128,(617) 567-7412,http://www.rinosplace.com/,42.378294,-71.032076
Sam La Grassa's,44 Province St,Boston,MA,2108,(617) 357-6861,http://www.samlagrassas.com,42.356872,-71.05992
Bartley's Burger Cottage,1246 Massachusetts Ave,Cambridge,MA,2138,(617) 354-6559,http://www.mrbartley.com,42.372521,-71.116321
Greek Corner,2366 Massachusetts Ave,Cambridge,MA,2140,(617) 661-5655,http://www.greekcorner.us/,42.396358,-71.129563
The Little Depot Diner *closed*,1 Railroad Ave,Peabody,MA,1960,(978) 977-7775,http://www.thelittledepotdiner.com/,42.527054,-70.927553
The Lobster Shanty,25 Front St,Salem,MA,1970,(978) 745-5449,http://www.lobstershantysalem.com/,42.520501,-70.894454
Kelly's Diner,674 Broadway,Somerville,MA,2144,(617) 623-8102,http://www.kellysdiner.net,42.399533,-71.111651
JT Farnham's Seafood & Grill,88 Eastern Ave.,South Essex,MA,1929,(978) 768-6643,,42.633029,-70.762848
Charlie's Diner,32 West Main St.,Spencer,MA,1562,(508) 885-4033,http://www.charliesdiner.com/,42.236487,-72.007408
Blue Moon Cafe,1621 Aliceanna St.,Baltimore,MD,21321,410-522-3940,,39.283286,-76.594225
Brick Oven Pizza,800 S Broadway,Baltimore,MD,21231,410-563-1600,http://www.boppizza.com,39.282452,-76.593631
Broadway Diner,6501 Eastern Ave,Baltimore,MD,21224,410-631-5666,http://www.broadwaydiner1.com,39.287494,-76.536548
Chaps Pit Beef,5801 Pulaski Highway,Baltimore,MD,21205,410-483-2379,http://www.chapspitbeef.com,39.301302,-76.548062
Di Pasquale's,3700 Gough St,Baltimore,MD,21224,410-276-6787,http://www.dipasquales.com,39.288904,-76.566489
G&A Restaurant,3802 Eastern Avenue,Baltimore,MD,21224,410-276-9422,http://www.gandarestaurant.com/,39.286986,-76.565114
Stoney Creek Inn,8238 Fort Smallwood Road,Baltimore,MD,21226,(410) 439-3123,http://www.stoneycreekinnrestaurant.com,39.163937,-76.527147
General Store and Post Office Tavern,6 Post Office Rd,Silver Spring,MD,20910,(301) 562-8787,,39.015184,-77.05561
A1 Diner,3 Bridge St,Gardiner,ME,4345,(207) 582-5586,http://www.a1diner.com,44.23007,-69.774553
Bob's Clam Hut,315 US Route 1,Kittery,ME,3904,(207) 439-4233,http://www.bobsclamhut.com/home.htm,43.113941,-70.730413
Becky's Diner,390 Commercial St,Portland,ME,4101,(207) 773-7070,http://www.beckysdiner.com/,43.650676,-70.25698
Porthole Restaurant,20 Custom House Wharf,Portland,ME,4101,(207) 780-6533,http://www.portholemaine.com/PortholeLocation.html,43.656434,-70.250176
Maine Diner,2265 Post Rd,Wells,ME,4090,(207) 646-4441,http://www.mainediner.com/,43.341794,-70.563127
Krazy Jim's Blimpy Burger,551 S. Division St.,Ann Arbor,MI,48104,(734) 663-4590,http://www.blimpyburger.com,42.27454,-83.744323
Clarkston Union Bar & Kitchen,S Main St,Clarkston,MI,48346,(248) 620-6100,https://www.facebook.com/pages/Clarkston-Union-Bar-Kitchen/122184694498029,42.72836,-83.418847
Union Wood Shop,18 S Main St,Clarkston,MI,48346,(248) 625-5660,,42.735433,-83.418863
The Fly Trap,22950 Woodward Ave.,Ferndale,MI,48220,(248) 399-5150,http://www.theflytrapferndale.com,42.462204,-83.135149
Polish Village Cafթ,2990 Yemans St,Hamtramck,MI,48212,(313) 874-5726,http://www.thepolishvillagecafe.com/,42.398103,-83.056651
Joe's Gizzard City,120 W. Main St.,Potterville,MI,48876,(517) 645-2120,http://www.gizzardcity.com/Welcome.html,42.629589,-84.742524
Rosie's Diner,4500 14 Mile Rd NE,Rockford,MI,49341,(616) 866-3663,http://www.rosiesdiner.com,43.176105,-85.55872
Q-Fanatic BBQ and Grill,180 Miller Rd,Champlin,MN,55316,(763) 323-6550,http://qfanatic.com/,45.18809,-93.395221
Gordy's Hi-Hat,415 Sunnyside Dr,Cloquet,MN,55720,(218) 879-6125,http://www.gordys-hihat.com/,46.733684,-92.46789
At Saras Table Chester Creek Cafe,1902 E 8th St,Duluth,MN,55812,(218) 723-8569,http://www.taransmarketplace.com/,46.810365,-92.082933
Duluth Grill,118 S 27th Ave W,Duluth,MN,55806,(218) 726-1150,http://www.duluthgrill.com/,46.760614,-92.13005
Northern Waters Smokehaus,394 Lake Ave S,Duluth,MN,55802,(218) 724-7307,http://www.northernwaterssmokehaus.com/,46.781948,-92.094636
Al's Breakfast,413 14th Ave SE,Minneapolis,MN,55414,(612) 331-9991,,44.981061,-93.235656
Bryant-Lake Bowl,801 W Lake St.,Minneapolis,MN,55408,612-825-3737,http://www.bryantlakebowl.com,44.94807,-93.289736
Colossal Cafe,1839 E 42nd St,Minneapolis,MN,55407,(612) 729-2377,http://www.colossalcafe.com/,44.92677,-93.246593
Emily's Lebanese Deli,641 University Ave NE,Minneapolis,MN,55413,(612) 379-4069,http://www.emilyslebanesedeli.com/,44.995645,-93.26134
Kramarczuk Sausage Company,215 E Hennepin Ave,Minneapolis,MN,55413,(612) 379-3018,http://www.kramarczuk.com/,44.98789,-93.257365
Psycho Suzie's Motor Lounge,2519 Marshall St. NE,Minneapolis,MN,55418,(612) 788-9069,http://www.psychosuzis.com,45.007557,-93.272442
The Modern Cafe,337 13th Ave NE,Minneapolis,MN,55413,(612) 378-9882,http://moderncafeminneapolis.com,45.001065,-93.262708
The Wienery,414 Cedar Ave. S.,Minneapolis,MN,55454,612-333-5798,http://www.wienery.com/about.html,44.969595,-93.247446
Town Talk Diner *closed*,2707 1/2 E Lake St,Minneapolis,MN,55406,612-722-1312,,44.948011,-93.249028
Victor's 1959 Cafe,3756 Grand Ave S,Minneapolis,MN,55409,(612) 827-8948,http://www.victors1959cafe.com,44.934233,-93.284728
Dari-ette Drive-In,1440 Minnehaha Ave E,St Paul,MN,55106,(651) 776-3470,,44.962919,-93.039762
The Blue Door Pub,1811 Selby Ave,St Paul,MN,55104,(651) 493-1865,http://www.thebluedoorpubmn.com/,44.946728,-93.176753
The Nook,492 Hamline Ave. S.,St. Paul,MN,55116,(651) 698-4347,http://www.crnook.com/,44.92657,-93.156669
Donatelli's,2692 E County Road E,White Bear Lake,MN,55110,(651) 777-9199,http://www.donatellis.com,45.049588,-92.986675
39th Street Mama's *closed*,3906 Waddell Ave.,Kansas City,MO,64111,(816) 531-6422,http://www.facebook.com/pages/Mamas-39th-Street-Diner/55005599947,39.056601,-94.596049
Grinders,417 E. 18th St.,Kansas City,MO,64108,(816) 472-5454,http://www.grinderspizza.com,39.091442,-94.578109
Happy Gillis Cafe & Hang Out,549 Gillis St,Kansas City,MO,64106,(816) 471-3663,http://www.happysoupeater.com/,39.108998,-94.570275
Smokin Guns BBQ & Catering,1218 Swift Avenue,Kansas City,MO,64116,(816) 221-2535,http://www.smokingunsbbq.com/,39.1312,-94.577767
Swagger Fine Spirits and Food,8431 Wornall Rd,Kansas City,MO,64114,(816) 361-4388,http://www.swaggerkc.com/wordpress/,38.974771,-94.594644
The Brick,1727 McGee St,Kansas City,MO,64108,(816) 421-1634,,39.092327,-94.579764
YJ's Snack Bar,128 W. 18th St.,Kansas City,MO,64108,(816) 472-5533,,39.092004,-94.585697
Iron Barley,5510 Virginia Ave.,St. Louis,MO,63111,(314) 351-4500,http://www.ironbarley.com,38.564807,-90.245906
Sweetie Pie's,4270 Manchester Ave.,St. Louis,MO,63110,(314) 371-0304,,38.62683,-90.256709
Blow Fly Inn,1201 Washington Ave,Gulfport,MS,39507,(228) 896-9812,http://www.blowflyinn.com,30.403807,-89.031409
Darwell's Cafe,127 E. First St.,Long Beach,MS,39560,228-868-8946,http://www.darwellscafe.com,30.35073,-89.149071
The Shed,7501 Hwy 57,Ocean Springs,MS,39565,(228) 875-9590,http://www.theshedbbq.com,30.44732,-88.718422
Barbecue King Drive-In,2900 Wilkinson Blvd,Charlotte,NC,28208,(704) 399-8344,http://www.barbqking.com,35.224489,-80.889125
Cabo Fish Taco,3201 N Davidson St,Charlotte,NC,28205,(704) 332-8868,http://www.cabofishtaco.com/,35.247251,-80.805827
Dish,1220 Thomas Ave,Charlotte,NC,28205,(704) 344-0343,http://www.eatatdish.com/,35.219753,-80.812121
Jake's Good Eats,12721 Albemarle Rd,Charlotte,NC,28227,(704) 545-4741,http://www.jakesgoodeats.com,35.223722,-80.638651
Landmark Restaurant Diner,4429 Central Ave,Charlotte,NC,28205,(704) 532-1153,,35.213961,-80.769473
South 21 Drive In,3101 E Independence Blvd,Charlotte,NC,28205,(704) 377-4509,http://www.south21drivein.com/,35.203303,-80.790459
Amato's,6405 Center Street,Omaha,NE,68016,402-558-5010,http://www.amatos.com/,41.237616,-96.012243
Big Mama's Kitchen & Catering,3223 North 45th Street,Omaha,NE,68104,(402) 455-6262,http://www.bigmamaskitchen.com,41.287989,-95.980577
Brewburgers,4629 South 108th Street,Omaha,NE,68137,402-614-7644,http://www.brewburgersomaha.com,41.213184,-96.080681
California Tacos,3235 California St,Omaha,NE,68131,(402) 342-0212,http://www.californiatacosandmore.com/,41.264636,-95.961377
Dixie Quicks,157 West Broadway,Council Bluffs,IA,51503,(712) 256-4140,http://www.dixiequicks.com/dq/dixiequicks.html,41.262169,-95.845356
Joe Tess Place,5424 S 24th St,Omaha,NE,68107,(402) 731-7278,http://joetessplace.com,41.202787,-95.947408
Red Arrow Diner,61 Lowell St,Manchester,NH,3101,(603) 626-1118,http://www.redarrowdiner.com,42.993449,-71.461422
Mustache Bill's,8th Ave. & Broadway St.,Barnegat Light,NJ,8005,(609) 494-0155,,39.75762,-74.106247
10th Ave Burrito Co,817 Belmar Plaza,Belmar,NJ,7719,(732) 280-1515,http://www.tenthaveburrito.com/,40.180478,-74.026669
George's Place,301 Beach Ave,Cape May,NJ,8204,(609) 884-6088,,38.930407,-74.922996
Tick Tock Diner,281 Alwood Rd.,Clifton,NJ,7012,(973) 777-0511,http://www.theticktockdiner.com/,40.836944,-74.152094
Skylark Diner,Route 1 and Wooding Ave.,Edison,NJ,8817,(732) 777-7878,http://www.skylarkdiner.com,40.509006,-74.391648
White Manna Hamburgers,358 River St.,Hackensack,NJ,7601,(201) 342-0914,,40.8892,-74.038396
Hightstown Diner,151 Mercer St.,Hightstown,NJ,8520,(609) 443-4600,,40.267883,-74.525392
Brownstone Diner,426 Jersey Ave.,Jersey City,NJ,7302,(201) 433-0471,http://www.brownstonediner.com/,40.716744,-74.048576
Jefferson Diner,Pathmark Shopping Center Route 15,Lake Hopatcong,NJ,7849,(973) 663-0233,http://www.jeffersondiner.com,40.966251,-74.598472
Bayway Diner,2019 S Wood Ave,Linden,NJ,7036,(908) 862-3207,http://baywaycatering.net/,40.620783,-74.235143
The Ritz Diner,72 East Mount Pleasant Ave.,Livingston,NJ,7039,(973) 533-1213,,40.796235,-74.312024
Quahog's Seafood Shack,206 97th St,Stone Harbor,NJ,8247,(609) 368-6300,http://www.quahogsshack.com/,39.053254,-74.759404
Maui's Dog House,806 New Jersey Ave,Wildwood,NJ,8260,(609) 846-0444,http://www.mauisdoghouse.com/,39.003933,-74.798839
Cecilia's Cafe,230 6th St SW,Albuquerque,NM,87102,(505) 243-7070,http://www.ceciliascafe.com/,35.083547,-106.654206
Monte Carlo Steak House,3916 Central Ave Sw,Albuquerque,NM,87105,(505) 836-9886,http://montecarlosteakhouse.com/joomla/,35.086121,-106.683503
Sophia's Place,6313 4th St N.W.,Albuquerque,NM,87107,505-345-3935,,35.149476,-106.63947
The Standard Diner,320 Central Ave SE,Albuquerque,NM,87102,505-243-1440,http://www.standarddiner.com/,35.08335,-106.643774
Zia's Diner,326 S Guadalupe St,Pojoaque,NM,87501,(505) 988-7008,http://www.ziadiner.com,35.892803,-106.023078
Backroad Pizza,1807 2nd St,Santa Fe,NM,87505,(505) 955-9055,http://www.backroadpizza.com/,35.662808,-105.96528
Bert's Burger Bowl,235 N Guadalupe St,Santa Fe,NM,87501,(505) 982-0215,http://bertsusa.com/,35.690681,-105.944483
Harry's Roadhouse,96 Old Las Vegas Hwy # B,Santa Fe,NM,87505,(505) 989-4629,,35.62648,-105.920724
Tecolote Cafe,1203 Cerrillos Rd.,Santa Fe,NM,87505,(505) 988-1362,http://www.tecolotecafe.com,35.67216,-105.96186
Tune-Up Cafe,1115 Hickox St,Santa Fe,NM,87505,(505) 983-7060,http://www.tuneupcafe.com,35.681324,-105.958662
The Coffee Cup,512 Nevada Hwy,Boulder City,NV,89005,(702) 294-0517,http://www.worldfamouscoffeecup.com/,35.977749,-114.838116
Four Kegs Sports Pub,267 N Jones Blvd,Las Vegas,NV,89107,(702) 870-0255,http://www.fourkegs.com,36.175479,-115.224153
Dish Cafe & Catering,855 Mill St,Reno,NV,89502,(775) 348-8264,http://www.dishcafecatering.com/,39.525812,-119.799249
Gold 'N Silver Inn,790 W 4th St,Reno,NV,89503,(775) 323-2696,http://goldnsilverreno.com/,39.527635,-119.824985
Louis' Basque Corner,301 West 4th Street,Reno,NV,89512,(775) 323-7203,,39.529152,-119.818239
Mo Gridder's,565 Hunts Point Ave,Bronx,NY,10474,(718) 991-3046,http://www.mogridder.com,40.811793,-73.88354
Blackthorn Restaurant & Pub,2134 Seneca St,Buffalo,NY,14210,(716) 825-9327,http://www.blackthornrestaurant.com/,42.85436,-78.808223
Lake Effect Diner,3165 Main St,Buffalo,NY,14214,(716) 833-1952,http://www.curtinrestaurants.com/lake-effect-diner.html,42.950247,-78.826468
Sophia's Restaurant,749 Military Rd,Buffalo,NY,14216,(716) 447-9661,,42.957745,-78.889082
Earl's Drive-In,12139 Olean Rd,Chaffee,NY,14030,(716) 496-5125,,42.547775,-78.475935
Tortilleria Nixtamal,104-05 47th Ave,Corona,NY,11368,(718) 699-2434,http://www.tortillerianixtamal.com/index.html,40.745922,-73.859361
Grovers Bar & Grill,9160 Transit Rd,East Amherst,NY,14051,(716) 636-1803,,43.018483,-78.697269
Eveready Diner,4189 Us-9,Hyde Park,NY,12538,(845) 229-8100,http://www.theevereadydiner.com,41.788318,-73.934688
The Mulberry Italian Cafe,64 Jackson Ave,Lackawanna,NY,14218,(716) 822-4292,http://www.mulberrybuffalo.net/,42.813168,-78.842255
The Pit Stop,1706 Sunrise Hwy,Merrick,NY,11566,(516) 223-7799,http://www.pitstopeats.com/,40.660166,-73.563114
Sage General Store,24-20 Jackson Ave,New York,NY,11101,(718) 361-0707,http://www.sagegeneralstore.com/,40.746162,-73.944298
The Sparrow Tavern,24-01 29th Street,New York,NY,11102,(718) 606-2260,http://www.thesparrowtavern.com/,40.772773,-73.916412
Pizza Junction,1269 Erie Ave,North Tonawanda,NY,14120,(716) 692-6366,http://thepizzajunction.com/pizza/index.php,43.051209,-78.846703
Ben's Best Kosher Deli,96-40 Queens Blvd.,Rego Park,NY,11374,(718) 897-1700,http://www.bensbest.com/,40.729376,-73.861372
Hildebrandt's,84 Hillside Ave,Williston Park,NY,11596,(516) 741-0608,http://www.hildebrandtsrestaurant.com/,40.757362,-73.642873
Blue Ash Chili Restaurant,9565 Kenwood Rd,Cincinnati,OH,45242,(513) 984-6107,http://www.blueashchili.com/,39.231935,-84.377248
Terry's Turf Club,4618 Eastern Ave,Cincinnati,OH,45226,(513) 533-4222,http://terrysturfclub.com/,39.118278,-84.419264
Geraci's Restaurant,2266 Warrensville Center Rd,Cleveland,OH,44118,(216) 371-5643,,41.498216,-81.536786
Lucky's Cafe,777 Starkweather Ave,Cleveland,OH,44113,(216) 622-7773,http://www.luckyscafe.com/,41.477338,-81.683067
Momocho Mod Mex,1835 Fulton Rd,Cleveland,OH,44113,(216) 694-2122,http://www.momocho.com/home.php,41.484004,-81.709808
ParkView Nite Club,1261 W 58th St,Cleveland,OH,44102,(216) 961-1341,http://www.parkviewniteclub.com/,41.48871,-81.726048
Sterle's Slovenian Country House,1401 E 55th St,Cleveland,OH,44103,(216) 881-4181,http://www.sterlescountryhouse.com,41.520771,-81.651582
Melt Bar and Grilled,14718 Detroit Ave,Lakewood,OH,44107,(216) 226-3699,http://www.meltbarandgrilled.com/home.html,41.485345,-81.799047
The Diner,213 E Main St,Norman,OK,73069,(405) 329-6642,,35.221985,-97.441426
Eischen's Bar,109 N 2nd St,Okarche,OK,73762,(405) 263-9939,,35.725907,-97.975337
Cattlemen's Steakhouse,1309 S Agnew Ave,Oklahoma City,OK,73108,(405) 236-0416,http://www.cattlemensrestaurant.com/,35.452384,-97.554838
Ingrid's Kitchen,3701 N Youngs Blvd,Oklahoma City,OK,73112,(405) 946-8444,http://www.ingridskitchen.com/Home_Page.html,35.507994,-97.552373
Leo's BBQ,3631 N Kelley Ave,Oklahoma City,OK,73111,(405) 424-LEOS,http://www.leosbarbequeokc.com/,35.507415,-97.494686
Mama E's Wings & Waffles,3838 Springlake Dr,Oklahoma City,OK,73111,(405) 424-0800,,35.509399,-97.492277
Nic's Grill,1201 N Pennsylvania Ave,Oklahoma City,OK,73107,(405) 524-0999,,35.480928,-97.548119
The Rock Cafe,114 W. Main St.,Stroud,OK,74079,(918) 968-3990,http://www.rockcaferoute66.com,35.748807,-96.654499
Clanton's Cafe,319 E. Illinois Ave.,Vinita,OK,74301,(918) 256-9053,http://www.clantonscafe.com,36.637372,-95.151357
Arleta Library Bakery and Cafe,5513 SE 72nd Ave,Portland,OR,97206,(503) 774-4470,http://www.arletalibrary.com/,45.482768,-122.589478
Blueplate Lunch Counter and Soda Fountain,308 SW Washington St,Portland,OR,97204,(503) 295-2583,http://www.eatatblueplate.com,45.519569,-122.675257
Bunk Sandwiches,621 SE Morrison St,Portland,OR,97214,(503) 477-9515,http://www.bunksandwiches.com,45.51743,-122.659143
Byways Cafe,1212 NW Glisan St,Portland,OR,97209,(503) 221-0011,http://www.bywayscafe.com/,45.526319,-122.68362
Otto's Sausage,4138 SE Woodstock Blvd,Portland,OR,97202,(503) 771-6714,https://www.ottossausage.com/,45.478945,-122.619763
Pine State Biscuits,3540 SE Belmont St,Portland,OR,97214,(503) 236-3346,http://www.pinestatebiscuits.com,45.51643,-122.626698
Podnah's Pit Barbeque,1469 NE Prescott St,Portland,OR,97211,(503) 281-3700,http://www.podnahspit.com/,45.555572,-122.650152
Pok Pok Restaurant,3226 SE Division St,Portland,OR,97202,(503) 232-1387,http://pokpokpdx.com/,45.504577,-122.632112
Starlite Lounge,364 Freeport Road,Blawnox,PA,15238,412-828-9842,http://www.moondogs.us/StarliteHome.html,40.494019,-79.860289
Lo Bello's Spaghetti House,809 Fifth Avenue,Coraopolis,PA,15108,412-264-9721,http://www.lobellosspaghettihouse.com/,40.519833,-80.169803
Daddypops,232 S York Rd.,Hatboro,PA,19040,(215) 675-9717,,40.173611,-75.107521
The Pineville Tavern,413 Pineville Rd,New Hope,PA,18938,(215) 598-3890,http://www.pinevilletavern.com/,40.295895,-75.005828
Good Dog Bar,224 S 15th St,Philadelphia,PA,19102,(215) 985-9600,http://www.gooddogbar.com/,39.948781,-75.16632
Honey's Sit 'n Eat,800 N 4th St,Philadelphia,PA,19123,(215) 925-1150,http://www.honeys-restaurant.com/,39.963914,-75.144527
Memphis Taproom,2331 E Cumberland St,Philadelphia,PA,19125,(215) 425-4460,http://www.memphistaproom.com/,39.980369,-75.123015
Silk City Diner,435 Spring Garden St,Philadelphia,PA,19123,(717) 335-3833,http://www.silkcityphilly.com/,39.961331,-75.146021
The Dining Car & Market,8826 Frankford Ave.,Philadelphia,PA,19136,(215) 338-5113,http://www.thediningcar.com/,40.050142,-75.011106
Big Jim's Restaurant & Bar,201 Saline St,Pittsburgh,PA,15207,(412) 421-0532,,40.427099,-79.949553
Crystal Restaurant,1211 Penn Avenue,Pittsburgh,PA,15222,412-434-0480,http://www.crystalonpenn.com/,40.446127,-79.992238
Dor-Stop Restaurant,1430 Potomac Ave,Pittsburgh,PA,15216,(412) 561-9320,http://www.dor-stoprestaurant.com/,40.396012,-80.034727
Kelly O's Diner,1130 Perry Hwy,Pittsburgh,PA,15237,(412) 364-0473,http://www.kellyosdiner.com/index.html,40.54793,-80.035458
Nadine's Restaurant,19 S 27th St,Pittsburgh,PA,15203,(412) 481-1793,http://www.nadinesbar.com/,40.426387,-79.967209
Crazy Burger Cafe & Juice Bar,144 Boon St.,Narragansett,RI,2882,(401) 783-1810,http://www.crazyburger.com/,41.426027,-71.459655
Liberty Elm Diner,777 Elmwood Ave,Providence,RI,2907,(401) 467-0777,http://libertyelmdiner.com/,41.791036,-71.422634
Louis Restaurant,286 Brook St,Providence,RI,2906,(401) 861-5225,http://www.louisrestaurant.org/,41.824643,-71.399099
Evelyn's Drive-In,2335 Main Rd.,Tiverton,RI,2878,(401) 624-3100,http://www.evelynsdrivein.com,41.616134,-71.200142
Pawley's Front Porch,827 Harden St,Columbia,SC,29205,(803) 771-8001,,34.001025,-81.01724
Dixie Supply Bakery & Cafe,62 State St.,Charleston,SC,29401,(843) 722-5650 ,http://www.dixiecafecharleston.com/,32.780309,-79.928071
Fuel Cantina,211 Rutledge Ave.,Charleston,SC,29403,(843) 737-5959,http://www.fuelcharleston.com/,32.789266,-79.947184
Tattooed Moose,1137 Morrison Dr.,Charleston,SC,29403,(843) 277-2990,http://www.tattooedmoose.com,32.811371,-79.949359
The Early Bird Diner,1644 Savannah Hwy.,Charleston,SC,29407,(843) 277-2353,http://www.earlybirddiner.com,32.787324,-80.01402
The Glass Onion,1219 Savannah Hwy.,Charleston,SC,29407,(843) 225-1717,http://www.ilovetheglassonion.com,32.7838,-79.998069
Harold's Restaurant,602 N Limestone St,Gaffney,SC,29340,(864) 489-9153,http://www.haroldsrestaurant.com/,35.076543,-81.646002
Farmer's Shed,2514 Augusta Hwy,Lexington,SC,29072,(803) 996-9122,http://www.farmersshed.com/,33.979047,-81.311723
The Beacon Drive-In,255 John B White Sr Blvd,Spartanburg,SC,29306,(864) 585-9387,http://www.beacondrivein.com,34.940268,-81.943196
Cafe Rakka,71 New Shackle Island Rd,Hendersonville,TN,37075,(615) 824-6264,http://caferakka.com/default.aspx,36.304337,-86.63588
Pizza Palace,3132 E Magnolia Ave Ne,Knoxville,TN,37914,(865) 524-4388,http://www.visitpizzapalace.com/,35.994852,-83.885777
Alcenia's,317 N Main St,Memphis,TN,38103,(901) 523-0200,,35.153601,-90.049697
Cozy Corner,745 N Parkway,Memphis,TN,38105,(901) 527-9158,http://www.cozycornerbarbecue.com,35.150924,-89.981419
Leonard's BBQ,5465 Fox Plaza Drive,Memphis,TN,38115,901-360-1963,http://www.leonardsbarbecue.com,35.07404,-89.881416
Little Tea Shop,69 Monroe Avenue,Memphis,TN,38103,(901) 525-6000,,35.144245,-90.054185
Marlowe's Ribs,4381 Elvis Presley Blvd,Memphis,TN,38116,901-332-4159,http://www.marlowesmemphis.com,35.028986,-90.025559
Tom's Bar-B-Q,4087 New Getwell Rd,Memphis,TN,38118,(901) 365-6690,http://www.tomsbarbq.com,35.036989,-89.937458
Uncle Lou's,3633 Millbranch Road,Memphis,TN,38116,(901) 332-2367,http://unclelousfriedchicken.com/home.php,35.049512,-90.007937
Arnold's Country Kitchen,605 8th Ave S,Nashville,TN,37203,(615) 256-4455,,36.151466,-86.779609
Athens Family Restaurant,2526 Franklin Pike,Nashville,TN,37204,(615) 383-2848,http://athensfamilyrestaurant.com/,36.123306,-86.775861
Bro's Cajun Cuisine,3214 Charlotte Ave,Nashville,TN,37209,(615) 329-2626,http://www.broscajuncuisine.com/,36.153247,-86.823405
Jamaica Way Restaurant & Catering,900 Rosa L Parks Blvd,Nashville,TN,37208,(615) 255-5920,,36.169442,-86.78794
Savarino's Cucina,2121 Belcourt Ave,Nashville,TN,37212,(615) 460-9878,http://www.facebook.com/pages/Nashville-TN/Savarinos-Cucina/323399606608?v=wall,36.136525,-86.802762
Martin's BBQ Joint,7238 Nolensville Rd,Nolensville,TN,37135,(615) 776-1856,http://www.martinsbbqjoint.com/,35.960974,-86.672336
Texas Pride BBQ,2980 E Loop 1604,Adkins,TX,78101,210-649-3730,http://www.texaspridebbq.com,29.393558,-98.238788
Jamaica Gates Caribbean Cuisine,1020 W Arkansas Ln,Arlington,TX,76013,(817) 795-2600,http://www.jamaicagates.com,32.706095,-97.119118
Prince Lebanese Grill,502 W Randol Mill Rd,Arlington,TX,76011,(817) 469-1811,,32.749758,-97.111803
Casino El Camino,517 E 6th St.,Austin,TX,78701,512-469-9330,http://www.casinoelcamino.net,30.266406,-97.73769
Green Mesquite,1400 Barton Springs Rd,Austin,TX,78704,(512) 479-0485,http://www.greenmesquite.net,30.261492,-97.759233
Magnolia Cafe,1920 S Congress Ave,Austin,TX,78704,(512) 445-0000,http://themagnoliacafe.com/,30.24448,-97.751951
